"No.","Time","Protocol","Source","Destination","Length","Info"
"1","0.000000","ARP","00:0c:29:7b:a8:da","ff:ff:ff:ff:ff:ff","42","Who has 172.16.253.254? Tell 172.16.253.129"
"2","0.000193","ARP","00:50:56:e7:50:95","00:0c:29:7b:a8:da","60","172.16.253.254 is at 00:50:56:e7:50:95"
"3","0.000204","DHCP","00:0c:29:7b:a8:da","00:50:56:e7:50:95","343","DHCP Request  - Transaction ID 0xa379aeca"
"4","0.001525","DHCP","00:50:56:e7:50:95","00:0c:29:7b:a8:da","342","DHCP ACK      - Transaction ID 0xa379aeca"
"5","16.384615","IGMPv3","00:0c:29:7b:a8:da","01:00:5e:00:00:16","54","Membership Report / Leave group 239.255.255.250"
"6","16.571901","IGMPv3","00:0c:29:7b:a8:da","01:00:5e:00:00:16","54","Membership Report / Join group 239.255.255.250 for any sources"
"7","17.406632","IGMPv3","00:0c:29:7b:a8:da","01:00:5e:00:00:16","54","Membership Report / Leave group 239.255.255.250"
"8","17.423735","IGMPv3","00:0c:29:7b:a8:da","01:00:5e:00:00:16","54","Membership Report / Join group 239.255.255.250 for any sources"
"9","17.977730","IGMPv3","00:0c:29:7b:a8:da","01:00:5e:00:00:16","54","Membership Report / Join group 239.255.255.250 for any sources"
"10","20.841272","DHCP","00:0c:29:7b:a8:da","ff:ff:ff:ff:ff:ff","342","DHCP Discover - Transaction ID 0x171ae510"
"11","20.842268","ICMP","00:50:56:e0:a7:8a","ff:ff:ff:ff:ff:ff","62","Echo (ping) request  id=0xf9f8, seq=0/0, ttl=16 (no response found!)"
"12","20.842275","ICMP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","62","Echo (ping) request  id=0xf9f8, seq=0/0, ttl=128 (no response found!)"
"13","21.704449","DHCP","00:50:56:e0:a7:8a","00:0c:29:7b:a8:da","342","DHCP Offer    - Transaction ID 0x171ae510"
"14","21.705020","DHCP","00:0c:29:7b:a8:da","ff:ff:ff:ff:ff:ff","355","DHCP Request  - Transaction ID 0x171ae510"
"15","21.708975","DHCP","00:50:56:e0:a7:8a","00:0c:29:7b:a8:da","342","DHCP ACK      - Transaction ID 0x171ae510"
"16","21.722586","ARP","00:0c:29:7b:a8:da","ff:ff:ff:ff:ff:ff","42","Gratuitous ARP for 172.16.253.129 (Request)"
"17","21.977150","ARP","00:0c:29:7b:a8:da","ff:ff:ff:ff:ff:ff","42","Gratuitous ARP for 172.16.253.129 (Request)"
"18","22.978029","ARP","00:0c:29:7b:a8:da","ff:ff:ff:ff:ff:ff","42","Gratuitous ARP for 172.16.253.129 (Request)"
"19","24.047693","IGMPv3","00:0c:29:7b:a8:da","01:00:5e:00:00:16","54","Membership Report / Join group 239.255.255.250 for any sources"
"20","24.977440","IGMPv3","00:0c:29:7b:a8:da","01:00:5e:00:00:16","54","Membership Report / Join group 239.255.255.250 for any sources"
"21","136.082120","ARP","00:0c:29:7b:a8:da","ff:ff:ff:ff:ff:ff","42","Who has 172.16.253.2? Tell 172.16.253.129"
"22","136.082334","ARP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","172.16.253.2 is at 00:50:56:f2:7a:09"
"23","136.082346","DNS","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","83","Standard query 0x6cb1 A sa.foundcloudsearch.com"
"24","136.082407","DNS","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","83","Standard query 0x6cb1 A sa.foundcloudsearch.com"
"25","136.196455","DNS","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","99","Standard query response 0x6cb1 A sa.foundcloudsearch.com A 192.200.99.194"
"26","136.198239","DNS","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","99","Standard query response 0x6cb1 A sa.foundcloudsearch.com A 192.200.99.194"
"27","136.198999","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","62","1044  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"28","136.671748","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"29","136.671825","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","54","1044  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"30","136.672022","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","67","1044  >  80 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=13"
"31","136.672135","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=1 Ack=14 Win=64240 Len=0"
"32","138.847492","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=1 Ack=14 Win=64240 Len=1055"
"33","138.849389","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=14 Ack=1056 Win=63185 Len=31"
"34","138.849578","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=1056 Ack=45 Win=64240 Len=0"
"35","141.317058","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1070 [RST, ACK] Seq=1 Ack=1 Win=64240 Len=0"
"36","143.141312","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=1056 Ack=45 Win=64240 Len=1055"
"37","143.142843","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=45 Ack=2111 Win=64240 Len=31"
"38","143.143056","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=2111 Ack=76 Win=64240 Len=0"
"39","143.648710","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=2111 Ack=76 Win=64240 Len=1055"
"40","143.650303","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=76 Ack=3166 Win=63185 Len=31"
"41","143.650441","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=3166 Ack=107 Win=64240 Len=0"
"42","144.068248","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=3166 Ack=107 Win=64240 Len=1055"
"43","144.069675","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=107 Ack=4221 Win=64240 Len=31"
"44","144.069816","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=4221 Ack=138 Win=64240 Len=0"
"45","144.621673","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=4221 Ack=138 Win=64240 Len=1055"
"46","144.623475","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=138 Ack=5276 Win=63185 Len=31"
"47","144.623677","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=5276 Ack=169 Win=64240 Len=0"
"48","145.082908","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=5276 Ack=169 Win=64240 Len=1055"
"49","145.084340","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=169 Ack=6331 Win=64240 Len=31"
"50","145.084482","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=6331 Ack=200 Win=64240 Len=0"
"51","145.605936","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=6331 Ack=200 Win=64240 Len=1055"
"52","145.607437","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=200 Ack=7386 Win=63185 Len=31"
"53","145.607595","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=7386 Ack=231 Win=64240 Len=0"
"54","146.106032","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=7386 Ack=231 Win=64240 Len=1055"
"55","146.107509","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=231 Ack=8441 Win=64240 Len=31"
"56","146.107698","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=8441 Ack=262 Win=64240 Len=0"
"57","146.623262","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=8441 Ack=262 Win=64240 Len=1055"
"58","146.625322","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=262 Ack=9496 Win=63185 Len=31"
"59","146.625546","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=9496 Ack=293 Win=64240 Len=0"
"60","147.209022","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=9496 Ack=293 Win=64240 Len=1055"
"61","147.210576","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=293 Ack=10551 Win=64240 Len=31"
"62","147.210756","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=10551 Ack=324 Win=64240 Len=0"
"63","147.643879","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=10551 Ack=324 Win=64240 Len=1055"
"64","147.645397","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=324 Ack=11606 Win=63185 Len=31"
"65","147.645676","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=11606 Ack=355 Win=64240 Len=0"
"66","148.002450","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=11606 Ack=355 Win=64240 Len=1055"
"67","148.004006","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=355 Ack=12661 Win=64240 Len=31"
"68","148.004166","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=12661 Ack=386 Win=64240 Len=0"
"69","148.366856","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=12661 Ack=386 Win=64240 Len=1055"
"70","148.369151","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=386 Ack=13716 Win=63185 Len=31"
"71","148.369462","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=13716 Ack=417 Win=64240 Len=0"
"72","148.769028","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=13716 Ack=417 Win=64240 Len=1055"
"73","148.771117","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=417 Ack=14771 Win=64240 Len=31"
"74","148.771300","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=14771 Ack=448 Win=64240 Len=0"
"75","149.180071","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=14771 Ack=448 Win=64240 Len=1055"
"76","149.181878","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=448 Ack=15826 Win=63185 Len=31"
"77","149.182098","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=15826 Ack=479 Win=64240 Len=0"
"78","149.588574","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=15826 Ack=479 Win=64240 Len=1055"
"79","149.590102","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=479 Ack=16881 Win=64240 Len=31"
"80","149.590259","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=16881 Ack=510 Win=64240 Len=0"
"81","150.098607","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=16881 Ack=510 Win=64240 Len=1055"
"82","150.100397","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=510 Ack=17936 Win=63185 Len=31"
"83","150.100634","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=17936 Ack=541 Win=64240 Len=0"
"84","150.623801","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=17936 Ack=541 Win=64240 Len=1055"
"85","150.625727","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=541 Ack=18991 Win=64240 Len=31"
"86","150.625922","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=18991 Ack=572 Win=64240 Len=0"
"87","151.169517","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=18991 Ack=572 Win=64240 Len=1055"
"88","151.171093","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=572 Ack=20046 Win=63185 Len=31"
"89","151.171321","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=20046 Ack=603 Win=64240 Len=0"
"90","151.654840","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=20046 Ack=603 Win=64240 Len=1055"
"91","151.656529","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=603 Ack=21101 Win=64240 Len=31"
"92","151.656708","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=21101 Ack=634 Win=64240 Len=0"
"93","152.169009","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=21101 Ack=634 Win=64240 Len=1055"
"94","152.170770","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=634 Ack=22156 Win=63185 Len=31"
"95","152.170969","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=22156 Ack=665 Win=64240 Len=0"
"96","152.661075","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=22156 Ack=665 Win=64240 Len=1055"
"97","152.662623","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=665 Ack=23211 Win=64240 Len=31"
"98","152.662773","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=23211 Ack=696 Win=64240 Len=0"
"99","153.092215","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=23211 Ack=696 Win=64240 Len=1055"
"100","153.093857","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=696 Ack=24266 Win=63185 Len=31"
"101","153.094046","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=24266 Ack=727 Win=64240 Len=0"
"102","153.580955","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=24266 Ack=727 Win=64240 Len=1055"
"103","153.582357","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=727 Ack=25321 Win=64240 Len=31"
"104","153.582488","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=25321 Ack=758 Win=64240 Len=0"
"105","154.092980","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=25321 Ack=758 Win=64240 Len=1055"
"106","154.094528","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=758 Ack=26376 Win=63185 Len=31"
"107","154.094697","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=26376 Ack=789 Win=64240 Len=0"
"108","154.610578","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=26376 Ack=789 Win=64240 Len=1055"
"109","154.611867","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=789 Ack=27431 Win=64240 Len=31"
"110","154.611995","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=27431 Ack=820 Win=64240 Len=0"
"111","155.120348","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=27431 Ack=820 Win=64240 Len=1055"
"112","155.121834","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=820 Ack=28486 Win=63185 Len=31"
"113","155.122009","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=28486 Ack=851 Win=64240 Len=0"
"114","155.641930","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=28486 Ack=851 Win=64240 Len=1055"
"115","155.643100","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=851 Ack=29541 Win=64240 Len=31"
"116","155.643215","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=29541 Ack=882 Win=64240 Len=0"
"117","156.190342","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=29541 Ack=882 Win=64240 Len=1055"
"118","156.191833","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=882 Ack=30596 Win=63185 Len=31"
"119","156.191977","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=30596 Ack=913 Win=64240 Len=0"
"120","156.760655","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=30596 Ack=913 Win=64240 Len=1055"
"121","156.761975","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=913 Ack=31651 Win=64240 Len=31"
"122","156.762094","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=31651 Ack=944 Win=64240 Len=0"
"123","157.369716","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=31651 Ack=944 Win=64240 Len=1055"
"124","157.370932","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=944 Ack=32706 Win=63185 Len=31"
"125","157.371087","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=32706 Ack=975 Win=64240 Len=0"
"126","157.990660","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=32706 Ack=975 Win=64240 Len=1055"
"127","157.991892","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=975 Ack=33761 Win=64240 Len=31"
"128","157.992015","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=33761 Ack=1006 Win=64240 Len=0"
"129","158.494524","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=33761 Ack=1006 Win=64240 Len=1055"
"130","158.495908","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=1006 Ack=34816 Win=63185 Len=31"
"131","158.496068","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=34816 Ack=1037 Win=64240 Len=0"
"132","159.039359","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=34816 Ack=1037 Win=64240 Len=1055"
"133","159.040612","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=1037 Ack=35871 Win=64240 Len=31"
"134","159.040785","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=35871 Ack=1068 Win=64240 Len=0"
"135","159.532775","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=35871 Ack=1068 Win=64240 Len=1055"
"136","159.534092","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=1068 Ack=36926 Win=63185 Len=31"
"137","159.534254","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=36926 Ack=1099 Win=64240 Len=0"
"138","160.172307","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=36926 Ack=1099 Win=64240 Len=1055"
"139","160.173681","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=1099 Ack=37981 Win=64240 Len=31"
"140","160.173859","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=37981 Ack=1130 Win=64240 Len=0"
"141","160.668350","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=37981 Ack=1130 Win=64240 Len=1055"
"142","160.669816","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=1130 Ack=39036 Win=63185 Len=31"
"143","160.669961","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=39036 Ack=1161 Win=64240 Len=0"
"144","161.158803","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=39036 Ack=1161 Win=64240 Len=1055"
"145","161.160274","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=1161 Ack=40091 Win=64240 Len=31"
"146","161.160421","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=40091 Ack=1192 Win=64240 Len=0"
"147","161.774597","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=40091 Ack=1192 Win=64240 Len=1055"
"148","161.775918","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=1192 Ack=41146 Win=63185 Len=31"
"149","161.776086","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=41146 Ack=1223 Win=64240 Len=0"
"150","162.330405","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=41146 Ack=1223 Win=64240 Len=1055"
"151","162.331719","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=1223 Ack=42201 Win=64240 Len=31"
"152","162.331836","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=42201 Ack=1254 Win=64240 Len=0"
"153","162.901522","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","1109","80  >  1044 [PSH, ACK] Seq=42201 Ack=1254 Win=64240 Len=1055"
"154","162.903057","TCP","00:0c:29:7b:a8:da","00:50:56:f2:7a:09","85","1044  >  80 [PSH, ACK] Seq=1254 Ack=43256 Win=63185 Len=31"
"155","162.903304","TCP","00:50:56:f2:7a:09","00:0c:29:7b:a8:da","60","80  >  1044 [ACK] Seq=43256 Ack=1285 Win=64240 Len=0"
